ID_Funcionario,Demitido,Idade,Faixa_Etaria,Genero,Estado_Civil,Maior_de_18,Distancia_de_Casa,Faixa_Distancia_de_Casa,Escolaridade,Area_de_Formacao,Departamento,Cargo,Nivel_do_Cargo,Renda_Mensal,Razão_salarial,Percentual_Aumento_Salario,StockOptionLevel,Valor_Hora,Valor_Diaria,Valor_Mensal,Hora_Extra,Viagens_a_Negocio,Envolvimento_com_Trabalho,Avaliacao_Desempenho,Treinamentos_Ano_Passado,Satisfacao_com_Ambiente,Satisfacao_com_Trabalho,Satisfacao_Relacionamento,Equilibrio_Vida_Trabalho,Satisfação_geral,Numero_de_Empresas_Anteriores,Total_Anos_Trabalhados,Anos_na_Empresa,Faixa_de_tempo_empresa,Anos_no_Cargo_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual,Contagem_de_Funcionarios,Horas_Padrao
879,No,25,Jovem,Male,Married,Y,3,Muito próxima,1,Other,Sales,Sales Executive,2,4194,1.5505320201518853,18,0,98,141,14363,Yes,Travel_Rarely,3,3,3,3,1,4,3,11,1,5,5,Funcionário estabelecido,3,0,3,1,80
880,No,35,Adulto,Female,Married,Y,9,Próxima,3,Life Sciences,Research & Development,Manufacturing Director,3,10685,0.6086037709421626,20,1,66,607,23457,Yes,Travel_Rarely,2,4,2,4,3,2,3,12,1,17,17,Muito experiente,14,5,15,1,80
881,Yes,35,Adulto,Female,Divorced,Y,25,Muito distantew,4,Life Sciences,Research & Development,Research Scientist,1,2022,3.216088670878836,19,1,96,130,16612,Yes,Travel_Frequently,3,3,3,4,2,1,2,9,1,10,10,Experiente,2,7,8,1,80
882,No,32,Adulto,Male,Divorced,Y,1,Muito próxima,3,Life Sciences,Research & Development,Laboratory Technician,1,2314,2.8102555283133133,12,1,61,300,9148,No,Non-Travel,3,3,2,4,4,2,3,13,0,4,3,Inicio de carreira,0,0,2,1,80
885,No,25,Jovem,Male,Married,Y,4,Muito próxima,1,Marketing,Sales,Sales Executive,2,4256,1.527944382640274,12,0,87,583,18154,No,Travel_Rarely,2,3,1,3,1,1,4,9,1,5,5,Funcionário estabelecido,2,0,3,1,80
887,No,49,Maduro,Female,Married,Y,1,Muito próxima,3,Technical Degree,Research & Development,Research Scientist,1,3580,1.8164612548930188,16,1,36,1418,10554,No,Travel_Rarely,3,3,2,3,1,2,3,9,2,7,4,Inicio de carreira,2,0,2,1,80
888,No,24,Jovem,Male,Married,Y,4,Muito próxima,1,Life Sciences,Research & Development,Laboratory Technician,1,3162,2.0565880115487056,17,0,46,1269,10778,No,Non-Travel,2,3,2,1,4,4,2,11,0,6,5,Funcionário estabelecido,2,3,4,1,80
889,No,32,Adulto,Male,Married,Y,5,Muito próxima,2,Life Sciences,Sales,Sales Executive,2,6524,0.9967705843833549,14,1,48,379,8891,No,Travel_Frequently,3,3,3,2,2,4,3,11,1,10,10,Experiente,8,5,3,1,80
893,No,38,Adulto,Male,Married,Y,9,Próxima,3,Marketing,Sales,Sales Representative,1,2899,2.2431636055595057,19,1,98,395,12102,No,Travel_Rarely,2,3,3,2,2,4,3,11,0,3,2,Inicio de carreira,2,1,2,1,80
894,No,42,Adulto,Female,Married,Y,3,Muito próxima,3,Life Sciences,Research & Development,Laboratory Technician,2,5231,1.2431526080131918,13,1,95,1265,23726,Yes,Travel_Rarely,4,3,1,3,4,2,2,11,2,17,5,Funcionário estabelecido,3,1,3,1,80
895,No,31,Adulto,Male,Married,Y,11,Moderada,4,Life Sciences,Research & Development,Research Scientist,1,2356,2.7601575944469467,19,1,48,1222,14871,Yes,Travel_Rarely,3,3,2,4,4,2,3,13,3,8,6,Funcionário estabelecido,4,0,2,1,80
896,Yes,29,Jovem,Female,Divorced,Y,1,Muito próxima,3,Medical,Sales,Sales Representative,1,2800,2.322475461613217,19,3,48,341,23522,Yes,Travel_Rarely,2,3,3,2,3,3,3,11,6,5,3,Inicio de carreira,2,0,2,1,80
897,No,53,Maduro,Male,Married,Y,8,Próxima,3,Marketing,Sales,Sales Executive,4,11836,0.5494196766236066,14,1,73,868,22789,No,Travel_Rarely,3,3,3,1,4,3,3,11,5,28,2,Inicio de carreira,0,2,2,1,80
899,No,35,Adulto,Male,Married,Y,25,Muito distantew,3,Technical Degree,Research & Development,Manufacturing Director,3,10903,0.5964350447140243,16,0,78,672,9129,No,Travel_Rarely,2,3,2,4,2,1,3,10,3,16,13,Experiente,10,4,8,1,80
900,No,37,Adulto,Female,Married,Y,21,Muito distantew,2,Medical,Sales,Sales Representative,1,2973,2.187329731758159,15,1,54,1231,21222,No,Travel_Frequently,3,3,3,3,4,2,3,12,5,10,5,Funcionário estabelecido,4,0,0,1,80
901,No,53,Maduro,Female,Single,Y,23,Muito distantew,4,Life Sciences,Research & Development,Research Director,4,14275,0.4555468506141511,18,0,72,102,20206,No,Travel_Rarely,3,3,0,4,4,3,3,14,6,33,12,Experiente,9,3,8,1,80
902,No,43,Adulto,Female,Married,Y,1,Muito próxima,3,Life Sciences,Research & Development,Healthcare Representative,2,5562,1.1691713938362112,13,1,33,422,21782,No,Travel_Frequently,3,3,2,4,4,2,2,12,4,12,5,Funcionário estabelecido,2,2,2,1,80
903,No,47,Maduro,Female,Married,Y,2,Muito próxima,2,Marketing,Sales,Sales Executive,2,4537,1.4333108425208303,22,1,35,249,17783,Yes,Travel_Rarely,3,4,2,3,4,1,3,11,0,8,7,Funcionário estabelecido,6,7,7,1,80
904,No,37,Adulto,Male,Single,Y,19,Distante,2,Medical,Sales,Sales Executive,3,7642,0.8509462565450153,13,0,32,1252,4814,Yes,Non-Travel,3,3,2,1,2,4,3,10,1,10,10,Experiente,0,0,9,1,80
905,No,50,Maduro,Male,Divorced,Y,2,Muito próxima,4,Life Sciences,Research & Development,Manager,4,17924,0.36280580743790486,11,1,98,881,4544,No,Non-Travel,3,3,3,1,1,4,3,9,1,31,31,Veterano,6,14,7,1,80
909,No,39,Adulto,Female,Married,Y,2,Muito próxima,3,Life Sciences,Human Resources,Human Resources,2,5204,1.2496024774244825,11,2,42,1383,7790,No,Travel_Rarely,2,3,2,4,4,3,3,14,8,13,5,Funcionário estabelecido,4,0,4,1,80
910,No,33,Adulto,Male,Divorced,Y,3,Muito próxima,2,Human Resources,Human Resources,Human Resources,1,2277,2.855920637908216,11,1,57,1075,22650,Yes,Travel_Rarely,3,3,4,4,2,3,4,13,3,7,4,Inicio de carreira,3,0,3,1,80
911,Yes,32,Adulto,Male,Single,Y,25,Muito distantew,4,Life Sciences,Research & Development,Laboratory Technician,1,2795,2.3266301583245106,24,0,87,374,18016,Yes,Travel_Rarely,3,4,2,1,4,3,1,9,1,1,1,Recém contratado,0,0,1,1,80
912,No,29,Jovem,Female,Divorced,Y,7,Próxima,1,Medical,Research & Development,Laboratory Technician,1,2532,2.568298298782388,14,3,62,1086,6054,No,Travel_Rarely,2,3,5,1,4,3,3,11,6,8,4,Inicio de carreira,3,0,3,1,80
913,No,44,Adulto,Male,Married,Y,9,Próxima,2,Life Sciences,Research & Development,Research Scientist,1,2559,2.5412001924646375,13,0,61,661,7508,Yes,Travel_Rarely,3,3,0,2,1,4,3,10,1,8,8,Funcionário estabelecido,7,7,1,1,80
916,No,28,Jovem,Male,Single,Y,5,Muito próxima,4,Medical,Sales,Sales Executive,2,4908,1.32496562602221,14,0,98,821,24252,No,Travel_Rarely,3,3,3,1,4,2,3,10,1,4,4,Inicio de carreira,2,0,2,1,80
918,Yes,58,Maduro,Male,Divorced,Y,2,Muito próxima,1,Life Sciences,Research & Development,Laboratory Technician,1,2380,2.7323240724861373,14,1,57,781,13384,Yes,Travel_Frequently,2,3,3,4,4,4,2,14,9,3,1,Recém contratado,0,0,0,1,80
920,No,43,Adulto,Female,Divorced,Y,8,Próxima,3,Life Sciences,Research & Development,Manufacturing Director,2,4765,1.3647284979049332,21,1,55,177,23814,No,Travel_Rarely,3,4,2,1,2,3,4,10,4,4,1,Recém contratado,0,0,0,1,80
922,Yes,20,Jovem,Female,Single,Y,2,Muito próxima,3,Medical,Sales,Sales Representative,1,2044,3.181473235086598,13,0,49,500,22052,No,Travel_Rarely,2,3,3,3,3,4,2,12,1,2,2,Inicio de carreira,2,0,2,1,80
923,Yes,21,Jovem,Female,Single,Y,18,Distante,1,Other,Research & Development,Research Scientist,1,2693,2.4147535434522864,19,0,65,1427,8870,No,Travel_Rarely,3,3,3,4,4,1,2,11,1,1,1,Recém contratado,0,0,0,1,80
924,No,36,Adulto,Male,Married,Y,14,Moderada,1,Life Sciences,Research & Development,Healthcare Representative,2,6586,0.9873870775154885,17,1,68,1425,4821,Yes,Travel_Rarely,3,3,2,3,4,1,2,10,0,17,16,Muito experiente,8,4,11,1,80
925,No,47,Maduro,Female,Single,Y,2,Muito próxima,4,Life Sciences,Sales,Sales Representative,1,3294,1.9741746486086846,18,0,65,1454,13137,Yes,Travel_Rarely,2,3,3,4,4,1,2,11,1,3,3,Inicio de carreira,2,1,2,1,80
926,Yes,22,Jovem,Female,Married,Y,3,Muito próxima,1,Life Sciences,Research & Development,Manufacturing Director,2,4171,1.5590820648566308,19,1,34,617,10022,Yes,Travel_Rarely,3,3,3,2,3,1,4,10,0,4,3,Inicio de carreira,2,0,2,1,80
927,Yes,41,Adulto,Female,Divorced,Y,2,Muito próxima,4,Life Sciences,Research & Development,Laboratory Technician,1,2778,2.340867995866453,13,1,57,1085,17725,Yes,Travel_Rarely,1,3,1,2,4,3,2,11,4,10,7,Funcionário estabelecido,7,1,0,1,80
930,No,28,Jovem,Female,Divorced,Y,9,Próxima,3,Medical,Research & Development,Research Scientist,1,2377,2.7357725252490566,18,1,77,995,9834,No,Travel_Rarely,3,3,2,3,3,2,3,11,5,6,2,Inicio de carreira,2,2,2,1,80
932,Yes,39,Adulto,Male,Married,Y,6,Próxima,3,Medical,Research & Development,Laboratory Technician,1,2404,2.7050462947242124,21,0,70,1122,4303,Yes,Travel_Rarely,3,4,2,4,1,4,1,10,7,8,2,Inicio de carreira,2,2,2,1,80
933,No,27,Jovem,Female,Single,Y,4,Muito próxima,3,Life Sciences,Research & Development,Research Scientist,1,2318,2.805406079601815,19,0,76,618,17808,No,Travel_Rarely,3,3,2,2,3,3,3,11,1,1,1,Recém contratado,1,0,0,1,80
934,No,34,Adulto,Male,Divorced,Y,10,Próxima,3,Life Sciences,Research & Development,Laboratory Technician,1,2008,3.2385115998590672,14,2,83,546,6896,No,Travel_Rarely,3,3,3,2,2,2,3,9,1,1,1,Recém contratado,0,1,0,1,80
936,No,42,Adulto,Female,Single,Y,14,Moderada,2,Medical,Sales,Sales Executive,2,6244,1.0414688168669133,17,0,68,462,7824,No,Travel_Rarely,2,3,6,3,3,1,3,10,7,10,5,Funcionário estabelecido,4,0,3,1,80
939,No,33,Adulto,Male,Single,Y,1,Muito próxima,4,Other,Research & Development,Research Scientist,1,2799,2.323305213475172,11,0,100,1198,3339,Yes,Travel_Rarely,2,3,1,3,1,2,3,9,3,6,3,Inicio de carreira,2,0,2,1,80
940,No,58,Maduro,Female,Divorced,Y,5,Muito próxima,3,Technical Degree,Research & Development,Healthcare Representative,3,10552,0.6162747623689354,13,1,37,1272,9255,Yes,Travel_Rarely,2,3,3,3,2,4,3,12,2,24,6,Funcionário estabelecido,0,0,4,1,80
941,No,31,Adulto,Male,Married,Y,7,Próxima,4,Life Sciences,Sales,Sales Representative,1,2329,2.792155986482184,15,0,41,154,11737,No,Travel_Rarely,2,3,2,2,3,2,4,11,3,13,7,Funcionário estabelecido,7,5,2,1,80
942,No,35,Adulto,Female,Married,Y,21,Muito distantew,1,Life Sciences,Research & Development,Healthcare Representative,2,4014,1.6200626040151986,25,1,51,1137,19170,Yes,Travel_Rarely,3,4,2,4,4,4,1,13,1,10,10,Experiente,6,0,7,1,80
944,No,49,Maduro,Female,Married,Y,8,Próxima,2,Other,Research & Development,Laboratory Technician,3,7403,0.8784183834279355,11,1,51,527,22477,No,Travel_Rarely,3,3,3,1,2,3,2,8,4,29,26,Veterano,9,1,7,1,80
945,No,48,Maduro,Male,Married,Y,20,Distante,4,Medical,Research & Development,Research Scientist,1,2259,2.8786769776525043,17,2,51,1469,5543,No,Travel_Rarely,3,3,2,4,3,1,2,10,4,13,0,Recém contratado,0,0,0,1,80
947,No,31,Adulto,Female,Married,Y,20,Distante,2,Marketing,Sales,Sales Executive,2,6932,0.9381031870336133,13,1,45,1188,24406,No,Non-Travel,3,3,2,4,3,4,2,13,1,9,9,Funcionário estabelecido,8,0,0,1,80
949,No,36,Adulto,Male,Single,Y,7,Próxima,4,Other,Research & Development,Research Scientist,1,4678,1.390109297246047,18,0,65,188,23293,No,Travel_Rarely,3,3,6,2,4,3,3,12,2,8,6,Funcionário estabelecido,2,0,1,1,80
950,No,38,Adulto,Female,Married,Y,1,Muito próxima,3,Technical Degree,Research & Development,Research Director,3,13582,0.4787904058693128,13,1,80,1333,16292,No,Travel_Rarely,3,3,3,4,1,2,3,10,1,15,15,Muito experiente,12,5,11,1,80
951,No,32,Adulto,Female,Married,Y,1,Muito próxima,3,Life Sciences,Research & Development,Laboratory Technician,1,2332,2.7885640190896255,20,0,70,1184,3974,No,Non-Travel,2,4,3,3,2,3,3,11,6,5,3,Inicio de carreira,0,0,2,1,80
952,Yes,25,Jovem,Male,Married,Y,19,Distante,2,Marketing,Sales,Sales Representative,1,2413,2.694957021349775,18,3,36,867,18798,Yes,Travel_Rarely,2,3,2,3,2,3,3,11,1,1,1,Recém contratado,0,0,0,1,80
954,No,40,Adulto,Male,Divorced,Y,10,Próxima,4,Marketing,Sales,Sales Executive,3,9705,0.6700598961892846,12,1,67,658,20652,No,Travel_Rarely,2,3,2,1,2,2,2,7,2,11,1,Recém contratado,0,0,0,1,80
956,No,26,Jovem,Male,Single,Y,1,Muito próxima,3,Medical,Sales,Sales Executive,2,4294,1.514422750935493,12,0,52,1283,11148,No,Travel_Frequently,2,3,2,3,1,2,3,9,1,7,7,Funcionário estabelecido,7,0,7,1,80
957,No,41,Adulto,Male,Single,Y,6,Próxima,3,Medical,Research & Development,Laboratory Technician,1,4721,1.377447848446729,13,0,59,263,3119,Yes,Travel_Rarely,3,3,3,4,1,3,3,11,2,20,18,Muito experiente,13,2,17,1,80
958,No,36,Adulto,Male,Single,Y,2,Muito próxima,4,Medical,Research & Development,Laboratory Technician,1,2519,2.5815527163624483,21,0,79,938,12287,No,Travel_Rarely,3,4,6,3,3,3,3,12,4,16,11,Experiente,8,3,9,1,80
959,Yes,19,Jovem,Male,Single,Y,21,Muito distantew,3,Other,Sales,Sales Representative,1,2121,3.0659742067501212,13,0,37,419,9947,Yes,Travel_Rarely,2,3,3,4,2,2,4,12,1,1,1,Recém contratado,0,0,0,1,80
960,Yes,20,Jovem,Male,Single,Y,4,Muito próxima,3,Technical Degree,Research & Development,Laboratory Technician,1,2973,2.187329731758159,19,0,84,129,13008,No,Travel_Rarely,3,3,2,1,1,2,3,7,1,1,1,Recém contratado,0,0,0,1,80
961,No,31,Adulto,Female,Married,Y,12,Moderada,3,Medical,Research & Development,Healthcare Representative,2,5855,1.1106629022232293,11,2,41,616,17369,Yes,Travel_Rarely,3,3,2,4,4,3,1,12,0,10,9,Funcionário estabelecido,7,8,5,1,80
964,No,40,Adulto,Male,Divorced,Y,9,Próxima,4,Medical,Research & Development,Research Scientist,1,3617,1.7978798154594988,14,1,35,1469,25063,Yes,Travel_Frequently,3,3,2,4,2,4,3,13,8,3,1,Recém contratado,1,0,0,1,80
966,No,32,Adulto,Female,Married,Y,3,Muito próxima,4,Medical,Research & Development,Manufacturing Director,2,6725,0.9669786308575475,12,1,93,498,13554,No,Travel_Rarely,3,3,2,3,1,3,4,11,1,8,8,Funcionário estabelecido,7,6,3,1,80
967,Yes,36,Adulto,Male,Married,Y,3,Muito próxima,1,Life Sciences,Sales,Sales Executive,3,10325,0.6298238539968045,11,1,51,530,5518,Yes,Travel_Rarely,2,3,6,3,4,1,3,11,1,16,16,Muito experiente,7,3,7,1,80
969,No,33,Adulto,Female,Single,Y,1,Muito próxima,3,Life Sciences,Research & Development,Healthcare Representative,2,6949,0.9358082159327971,14,0,42,1069,12291,No,Travel_Rarely,2,3,3,2,4,1,3,10,0,6,5,Funcionário estabelecido,0,1,4,1,80
970,Yes,37,Adulto,Male,Married,Y,1,Muito próxima,4,Life Sciences,Sales,Sales Executive,3,10609,0.6129636433704408,11,0,46,625,14922,No,Travel_Rarely,2,3,2,1,3,3,1,8,5,17,14,Experiente,1,11,7,1,80
972,No,45,Maduro,Male,Married,Y,4,Muito próxima,2,Life Sciences,Research & Development,Laboratory Technician,2,4447,1.46231870755948,12,0,57,805,23163,No,Non-Travel,3,3,5,3,2,2,2,9,1,9,9,Funcionário estabelecido,7,0,8,1,80
974,No,29,Jovem,Female,Married,Y,20,Distante,3,Technical Degree,Sales,Sales Representative,1,2157,3.014803566303666,15,1,84,1404,18203,No,Travel_Frequently,3,3,5,3,4,2,3,12,1,3,3,Inicio de carreira,1,0,2,1,80
975,No,35,Adulto,Female,Married,Y,18,Distante,3,Medical,Sales,Sales Executive,2,4601,1.4133734606644224,16,0,86,1219,6179,No,Travel_Rarely,3,3,3,3,3,2,3,11,1,5,5,Funcionário estabelecido,2,1,0,1,80
976,No,52,Maduro,Male,Married,Y,1,Muito próxima,2,Life Sciences,Research & Development,Manager,4,17099,0.3803106200664955,15,1,70,1053,13829,No,Travel_Rarely,3,3,2,4,4,2,2,12,2,26,9,Funcionário estabelecido,8,7,8,1,80
977,Yes,58,Maduro,Male,Single,Y,2,Muito próxima,3,Technical Degree,Research & Development,Research Scientist,1,2479,2.623207459668014,24,0,51,289,26227,No,Travel_Rarely,3,4,4,4,3,1,3,11,4,7,1,Recém contratado,0,0,0,1,80
981,No,53,Maduro,Male,Divorced,Y,2,Muito próxima,2,Medical,Sales,Manager,4,14852,0.43784886160227626,13,1,45,1376,13938,No,Travel_Rarely,3,3,3,3,3,3,4,13,6,22,17,Muito experiente,13,15,2,1,80
982,No,30,Adulto,Male,Divorced,Y,8,Próxima,2,Other,Sales,Sales Executive,3,7264,0.8952273255117025,11,1,62,231,9977,No,Travel_Rarely,3,3,2,3,3,1,4,11,5,10,8,Funcionário estabelecido,4,7,7,1,80
983,No,38,Adulto,Female,Single,Y,10,Próxima,3,Technical Degree,Sales,Sales Executive,2,5666,1.147711135283623,13,0,85,152,19899,Yes,Non-Travel,3,3,1,3,4,2,3,12,1,6,5,Funcionário estabelecido,3,1,3,1,80
984,No,35,Adulto,Male,Divorced,Y,3,Muito próxima,4,Life Sciences,Sales,Sales Executive,3,7823,0.8312579946973038,13,1,92,882,6812,No,Travel_Rarely,3,3,2,4,4,2,3,13,6,12,10,Experiente,9,0,8,1,80
985,No,39,Adulto,Male,Single,Y,2,Muito próxima,5,Life Sciences,Sales,Sales Executive,3,7880,0.8252450878828689,18,0,41,903,2560,No,Travel_Rarely,4,3,3,1,3,4,3,11,0,9,8,Funcionário estabelecido,7,0,7,1,80
986,Yes,40,Adulto,Female,Single,Y,24,Muito distantew,3,Life Sciences,Sales,Sales Executive,4,13194,0.4928703420128094,16,0,100,1479,17071,Yes,Non-Travel,4,3,2,2,2,4,2,10,4,22,1,Recém contratado,0,0,0,1,80
987,No,47,Maduro,Male,Divorced,Y,16,Distante,4,Medical,Research & Development,Manufacturing Director,2,5067,1.283388847940992,19,0,64,1379,6759,Yes,Travel_Frequently,4,3,3,3,3,3,4,13,1,20,19,Muito experiente,10,2,7,1,80
990,No,36,Adulto,Male,Divorced,Y,8,Próxima,4,Technical Degree,Sales,Sales Executive,2,5079,1.2803566238466246,13,2,84,1229,25952,No,Non-Travel,3,3,3,1,4,4,3,12,4,12,7,Funcionário estabelecido,7,0,7,1,80
991,Yes,31,Adulto,Male,Single,Y,9,Próxima,2,Medical,Research & Development,Research Scientist,1,2321,2.8017799623080597,22,0,46,335,10322,Yes,Non-Travel,2,4,0,3,1,1,3,8,0,4,3,Inicio de carreira,2,1,2,1,80
992,No,33,Adulto,Male,Single,Y,17,Distante,3,Life Sciences,Sales,Manager,4,17444,0.3727889986538069,11,0,38,722,20489,No,Non-Travel,3,3,2,4,3,4,3,14,1,10,10,Experiente,8,6,0,1,80
994,Yes,29,Jovem,Female,Single,Y,10,Próxima,3,Life Sciences,Research & Development,Research Scientist,1,2404,2.7050462947242124,20,0,92,906,11479,Yes,Travel_Rarely,2,4,5,4,1,3,3,11,6,3,0,Recém contratado,0,0,0,1,80
995,No,33,Adulto,Female,Single,Y,13,Moderada,1,Life Sciences,Research & Development,Research Scientist,1,3452,1.883815554031578,18,0,53,461,17241,No,Travel_Rarely,3,3,4,2,4,1,3,10,3,5,3,Inicio de carreira,2,0,2,1,80
996,No,45,Maduro,Female,Divorced,Y,1,Muito próxima,4,Medical,Research & Development,Laboratory Technician,1,2270,2.864727441637448,14,2,91,974,11005,No,Travel_Rarely,3,3,2,4,4,4,3,15,3,8,5,Funcionário estabelecido,3,0,2,1,80
997,No,50,Maduro,Male,Divorced,Y,1,Muito próxima,2,Medical,Research & Development,Research Director,4,17399,0.3737531635448593,22,1,66,1126,6615,No,Travel_Rarely,3,4,1,4,4,3,2,13,9,32,5,Funcionário estabelecido,4,1,3,1,80
998,No,33,Adulto,Female,Married,Y,1,Muito próxima,4,Other,Research & Development,Healthcare Representative,2,5488,1.1849364600067434,13,1,84,827,20161,Yes,Travel_Frequently,4,3,2,3,2,1,3,9,1,6,6,Funcionário estabelecido,5,1,2,1,80
999,No,41,Adulto,Male,Divorced,Y,9,Próxima,3,Medical,Research & Development,Research Director,5,19419,0.3348746739027245,17,1,64,840,3735,No,Travel_Frequently,3,3,2,1,3,2,4,10,2,21,18,Muito experiente,16,0,11,1,80
1001,No,27,Jovem,Female,Married,Y,16,Distante,4,Technical Degree,Research & Development,Laboratory Technician,1,2811,2.3133871549331224,14,1,37,1134,12086,No,Travel_Rarely,3,3,2,3,2,2,3,10,9,4,2,Inicio de carreira,2,2,2,1,80
1002,No,45,Maduro,Male,Married,Y,23,Muito distantew,2,Life Sciences,Research & Development,Laboratory Technician,2,3633,1.7899618201257932,15,1,42,248,14039,Yes,Non-Travel,3,3,2,4,1,3,3,11,1,9,9,Funcionário estabelecido,8,0,8,1,80
1003,No,47,Maduro,Female,Single,Y,4,Muito próxima,2,Life Sciences,Sales,Sales Executive,2,4163,1.562078138966372,17,0,83,955,8571,Yes,Travel_Rarely,3,3,0,4,4,3,3,14,1,9,9,Funcionário estabelecido,0,0,7,1,80
1004,Yes,30,Adulto,Female,Married,Y,22,Muito distantew,3,Life Sciences,Research & Development,Research Scientist,1,2132,3.050155390486401,11,0,48,138,11539,Yes,Travel_Rarely,3,3,2,1,3,2,3,9,4,7,5,Funcionário estabelecido,2,0,1,1,80
1005,No,50,Maduro,Male,Married,Y,24,Muito distantew,3,Life Sciences,Research & Development,Manufacturing Director,4,13973,0.46539263526207736,18,1,95,939,4161,Yes,Travel_Rarely,3,3,2,4,3,4,3,14,3,22,12,Experiente,11,1,5,1,80
1006,No,38,Adulto,Male,Married,Y,10,Próxima,1,Medical,Research & Development,Research Scientist,1,2684,2.4228507051106583,17,1,66,1391,12127,No,Travel_Frequently,3,3,0,3,3,2,2,10,0,3,2,Inicio de carreira,1,0,2,1,80
1007,No,46,Maduro,Male,Divorced,Y,7,Próxima,2,Medical,Research & Development,Manufacturing Director,3,10845,0.5996248310296918,13,1,75,566,24208,No,Travel_Rarely,3,3,3,4,3,2,3,12,6,13,8,Funcionário estabelecido,7,0,7,1,80
1009,No,24,Jovem,Female,Divorced,Y,17,Distante,1,Medical,Research & Development,Manufacturing Director,2,4377,1.4857051159508812,15,2,41,1206,24117,No,Travel_Rarely,2,3,6,4,3,2,3,12,1,5,4,Inicio de carreira,2,3,2,1,80
1010,Yes,35,Adulto,Male,Divorced,Y,14,Moderada,4,Other,Research & Development,Laboratory Technician,1,3743,1.7373580797534083,24,1,39,622,10074,Yes,Travel_Rarely,2,4,2,3,2,4,1,10,1,5,4,Inicio de carreira,2,0,2,1,80
1011,No,31,Adulto,Female,Married,Y,1,Muito próxima,1,Life Sciences,Research & Development,Manufacturing Director,2,4148,1.5677269268363083,12,1,96,853,11275,No,Travel_Frequently,3,3,1,3,1,3,3,10,1,4,4,Inicio de carreira,3,0,3,1,80
1012,No,18,Jovem,Male,Single,Y,5,Muito próxima,2,Life Sciences,Research & Development,Research Scientist,1,1051,6.187375159388209,15,0,73,287,13493,No,Non-Travel,3,3,2,2,4,4,3,13,1,0,0,Recém contratado,0,0,0,1,80
1013,No,54,Maduro,Female,Married,Y,17,Distante,3,Technical Degree,Research & Development,Manufacturing Director,3,10739,0.6055434670376205,11,1,56,1441,13943,No,Travel_Rarely,3,3,2,3,3,3,3,12,8,22,10,Experiente,7,0,8,1,80
1014,No,35,Adulto,Female,Divorced,Y,25,Muito distantew,4,Medical,Research & Development,Healthcare Representative,3,10388,0.6260041675507323,11,1,57,583,6975,Yes,Travel_Rarely,3,3,3,3,3,3,2,11,1,16,16,Muito experiente,10,10,1,1,80
1015,No,30,Adulto,Female,Married,Y,8,Próxima,2,Life Sciences,Research & Development,Research Director,3,11416,0.5696330844881751,12,3,73,153,17802,Yes,Travel_Rarely,4,3,4,2,1,3,2,8,0,9,8,Funcionário estabelecido,7,1,7,1,80
1016,Yes,20,Jovem,Female,Single,Y,11,Moderada,3,Medical,Research & Development,Research Scientist,1,2600,2.501127420198849,15,0,98,1097,18275,Yes,Travel_Rarely,2,3,2,4,1,1,3,9,1,1,1,Recém contratado,0,0,0,1,80
1017,Yes,30,Adulto,Female,Single,Y,5,Muito próxima,3,Medical,Research & Development,Laboratory Technician,1,2422,2.68494273018869,17,0,60,109,25725,No,Travel_Frequently,3,3,3,2,2,1,3,8,0,4,3,Inicio de carreira,2,1,2,1,80
1018,No,26,Jovem,Male,Married,Y,2,Muito próxima,2,Medical,Research & Development,Manufacturing Director,2,5472,1.188401186497991,12,0,32,1066,3334,No,Travel_Rarely,4,3,2,4,4,2,3,13,1,8,8,Funcionário estabelecido,7,1,3,1,80
1019,No,22,Jovem,Male,Married,Y,8,Próxima,1,Life Sciences,Research & Development,Laboratory Technician,1,2451,2.6531747419490035,15,1,94,217,6881,No,Travel_Rarely,1,3,3,2,1,1,2,6,1,4,4,Inicio de carreira,3,1,1,1,80
1022,No,48,Maduro,Male,Single,Y,6,Próxima,3,Life Sciences,Research & Development,Healthcare Representative,2,4240,1.5337102104992941,13,0,97,277,13119,No,Travel_Rarely,2,3,0,1,3,4,3,11,2,19,2,Inicio de carreira,2,2,2,1,80
1024,No,48,Maduro,Male,Single,Y,4,Muito próxima,4,Life Sciences,Research & Development,Healthcare Representative,3,10999,0.5912293201670158,14,0,78,1355,22245,No,Travel_Rarely,2,3,3,3,3,2,3,11,7,27,15,Muito experiente,11,4,8,1,80
1025,No,41,Adulto,Female,Single,Y,7,Próxima,2,Medical,Research & Development,Manufacturing Director,2,5003,1.2998063746785942,14,0,42,549,23371,No,Travel_Rarely,3,3,6,4,3,2,3,12,6,8,2,Inicio de carreira,2,2,1,1,80
1026,No,39,Adulto,Female,Married,Y,1,Muito próxima,1,Life Sciences,Research & Development,Manufacturing Director,4,12742,0.5103540490124789,16,1,65,466,7060,No,Travel_Rarely,2,3,3,4,4,3,3,14,1,21,21,Veterano,6,11,8,1,80
1027,No,27,Jovem,Female,Married,Y,2,Muito próxima,4,Life Sciences,Research & Development,Manufacturing Director,2,4227,1.5384270859988187,18,1,47,1055,4658,No,Travel_Rarely,3,3,2,1,4,2,3,10,0,4,3,Inicio de carreira,2,2,2,1,80
